Focus Area,Focus Area Value,Desired Outcome,Desired Outcome Value,Coaching Style,Coaching Style Value,Algorithm Scenario,Daily Goal (Day),Daily Goal Prompt,Description (Why),Description (How)
Positive Thinking & Mindset,E,Better Coping Skills,2,Coach Vincent Fury,a,A2a,30,**Day 30: Self-Respect: Recognize your wins. You owe it to yourself. Get after it.,10. Self-Compassion acknowledges inner strength and achievements as pillars of resilience.,10. Self-Compassion: Acknowledge your achievements as milestones of inner strength
Positive Thinking & Mindset,E,Better Coping Skills,2,Coach Vincent Fury,a,A2a,31,"**Day 31:** Meditation boot camp. 5-10 minutes, present-moment ops only.","**Day 31 - Why to do it:** Meditation strengthens your mental resilience. It rewires your brain for positivity by reducing stress and increasing mindfulness, empowering you to conquer challenges.","**Day 31 - How to do it:** Find a quiet spot. Sit or lie down comfortably. Close your eyes, and focus on your breath. Inhale deeply for 5 counts, exhale for 5 counts. Maintain a warrior's discipline: no distractions, just you and the breath."
Positive Thinking & Mindset,E,Better Coping Skills,2,Coach Vincent Fury,a,A2a,32,"**Day 32:** Breathe deep. Center up. Techniques? 5-5-5, muscle flex.","**Day 32 - Why to do it:** Deep breathing and muscle relaxation invigorate your body and mind. They train your mindset to stay calm under pressure, giving you the mental fortitude to overcome obstacles.","**Day 32 - How to do it:** Sit or stand with a strong posture. Inhale for 5 counts, hold for 5 counts, and exhale for 5 counts. Alternatively, flex and release muscle groups. Find your inner strength and breathe in power."
Positive Thinking & Mindset,E,Better Coping Skills,2,Coach Vincent Fury,a,A2a,33,**Day 33:** Dawn ritual. Three gratitude points. Load up on positivity.,"**Day 33 - Why to do it:** Practicing gratitude triggers the brain's reward system, boosting your mood and resilience. By loading up on positivity, you arm yourself with the mental ammunition to tackle adversity head-on.","**Day 33 - How to do it:** Each morning, pause. Reflect on three things you're grateful for. Write them down or replay them in your mind. Fuel your spirit with positivity."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,1,"**Day 1:** Start a journal, soldier. Jot down three wins from today. No excuses.","1. **Day 1: Why**You gotta lock in those wins, build those mental callouses. Journaling positivity? It's like armor for your mind.","1. **Day 1: How** Vincent Fury Get that damn notebook or fire up your phone. Title it ""Positive Moments."" At the end of your grind, sit your ass down and get specific. Write down three things that went right today."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,2,**Day 2:** Name your top three weapons—your strengths. When did you last unleash them?,2. **Day 2: Why**Recognize the beasts you've become. Confidence ain't a soft skill; it's a f**king weapon.,"2. **Day 2: How**Time to dive into your past battles, people. Reflect on the fights, the bloody trenches you've crawled out of. What strengths pulled you through? List three and back 'em up with recent stories."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,3,**Day 3:** Mindful breathing: Five minutes. You vs. You. Own your breath.,"1. Mindful Breathing fosters inner calm and resilience, essential for facing life's challenges.",1. Mindful Breathing: Start with controlled breath to find inner calm and resilience for life's challenges.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,4,**Day 4:** Do a solid for someone. Notice how it shifts your battle mindset.,"3. **Day 4: Why* Kindness? It ain't soft, it's savage. It releases those endorphins, firing you up.","3. **Day 4: How** Simple s**t, my friends. Buy someone's coffee or jot down a thank-you note. No strings attached. It's about spreading that love."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,5,"**Day 5:** Forge your vision board. Eyes on the prize, every damn day.",4. **Day 5: Why**Vision boards? They're a daily reminder that your goals ain't just dreams; they're f**king destiny.,"4. **Day 5: How** Grab some mags, cut out pics, quotes, whatever lights a fire under your ass. Slap 'em on a board and put that beast where you can't ignore it."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,6,**Day 6:** Routine? Break it! Take the unknown path today.,"2. Flexibility in Routine keeps your mind agile, prepared to adapt to life's missions.","2. Flexibility in Routine: Small changes keep your mind agile, ready to adapt to any mission."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,7,**Day 7:** Message to future you. Gear up for the wins coming your way.,5. **Day 7: Why**Letters to your future self? That's like planting landmines of hope in your path.,"5. **Day 7: How** Time to talk to the future, soldiers! Write a letter to your future self, spill the beans about your success. Lock it up for that future victory lap."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,8,**Day 8:** Tell someone you've got their six. Bonds strengthen the platoon.,6. **Day 8: Why* Gratitude's a power move. It tightens bonds and sets off that hormone party.,"6. **Day 8: How** Pick someone who's had your back lately. Shoot 'em a message or give 'em a call. Show 'em the love, no holding back."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,9,**Day 9:** Comfort zone's a trap. Break free. Try something you’ve been avoiding.,3. Trying Something New builds mental toughness and adaptability through discomfort.,3. Try Something New: Embrace discomfort to build mental toughness and adaptability.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,10,"**Day 10:** Get out there. Nature's your training ground. Run, hike, conquer.",7. **Day 10: Why* Nature's your damn therapist. It'll chew up your stress and spit it out.,"7. **Day 10: How** Step outside, people. Go for a walk, hit the trails, whatever floats your boat. Breathe in that nature, feel the calm."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,11,**Day 11:** Pen a letter to an ally. Gratitude's a force multiplier.,8. **Day 11: Why**Gratitude? It's a rocket fuel for your happiness.,"8. **Day 11: How** More gratitude, heroes! Think of someone who's made your life better. Write 'em a letter and let 'em know. Send it or keep it, but don't hold back."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,12,**Day 12:** No lone wolves. Reconnect. Strength's in the pack.,"4. Social Flexibility creates a support network for life's battles, enhancing resilience.",4. Social Flexibility: Strengthen bonds to create a support network for life's battles.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,13,"**Day 13:** ""Gratitude Rock"" - your tactile reminder. Every touch, find a win.",9. **Day 13: Why** Self-love? It's your f**king armor against self-doubt.,"9. **Day 13: How** Look in the mirror, warriors. Write down ten things you love about yourself. Stick that list where you can't miss it."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,14,**Day 14:** Debrief the week. Write yourself a damn commendation of self.,"10. *Day 14: Why**These rocks? They're anchors to your gratitude, making it a habit.","10. **Day 14: How**Get yourself a rock, a damn pebble. Keep it close. When you touch it, think about what you're grateful for."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,15,"**Day 15:** Mistake? Own it. Learn. Drive forward, no looking back.",5. Embracing Imperfection cultivates resilience and adaptability in the face of adversity.,5. Embrace Imperfection: Accepting flaws cultivates resilience and adaptability in the face of adversity.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,16,**Day 16:** Visual recon. See yourself crushing today's challenge.,11. **Day 16: Why**Reflection's your shield against self-doubt. Acknowledge your f**king power.,"11. **Day 16: How**Reflect on your week, soldiers. Write a letter to yourself, praising your hustle and resilience. Read it when you need that self-love boost."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,17,**Day 17:** Ingest some fire. Watch or read something that fires you up.,12. **Day 17: Why**Visualization's the rocket launch for your confidence.,12. **Day 17: How** Facing a challenge? Close your eyes and see yourself conquering it. Get detailed; visualize that s**t.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,18,"**Day 18:** Time's testing you? Adapt. Overcome. Be the master, not the victim.",6. Time Management Flexibility keeps you mission-ready by planning for contingencies.,6. Time Management Flexibility: Allocate buffer time for contingencies to stay mission-ready.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,19,"**Day 19:** Move! Sweat out weakness, breathe in strength.",13. **Day 19: Why**Inspirational content? It rewires your brain for resilience and growth.,"13. **Day 19: How** Hunt down a TED Talk or an article that'll light your fire. Dive in, soak up that wisdom."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,20,**Day 20:** Recon your journey. Recognize your damn grit.,14. **Day 20: Why**Exercise is your happiness pump. It'll fire up your mood and self-esteem.,"14. **Day 20: How**Time to move, people! Dance, jog, or yoga – do what makes your heart race. Focus on the joy and energy it brings."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,21,**Day 21:** Clutter's an enemy. Clear your battleground. 15 minutes. Attack.,7. Decluttering and Simplifying sharpens mental clarity and decision-making under pressure.,7. Declutter and Simplify: Clearing physical spaces sharpens mental clarity and decision-making under pressure.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,22,"**Day 22:** Tap into your inner creator. Paint, write, sing—whatever ignites that fire.",15. **Day 22: Why**Reflection is your mental gym. Keeps those positivity muscles strong.,"15. **Day 22: How** Shut up and sit quietly, folks. Review your journey from Day 1 to now. Write it down, remember your strength."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,23,"**Day 23:** Time with a loyal beast. Animals? Pure drive, pure love.",16. **Day 23: Why**Creativity's your escape hatch from stress. It lifts your spirits.,"16. **Day 23: How**Release your inner artist, warriors! Try painting, writing, singing – unleash the beast without judgment."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,24,**Day 24: See through their eyes. Grow. Understand. Dominate.,8. Change of Perspective enhances adaptability and problem-solving by offering new insights.,8. Change of Perspective: Viewing situations from different angles enhances adaptability and problem-solving.
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,25,**Day 25:** Ten reasons you're a force to be reckoned with. Know them.,17. **Day 25: Why**Animals? They're happiness bombs. Boost your mood and drop that stress.,"17. **Day 25: How**Hang out with your furry pals or visit the shelter. Play or just watch, soak in their purity."
Positive Thinking & Mindset,E,Flexibility in Daily Life,3,Coach Vincent Fury,a,A3a,26,**Day 26:** Do a good turn. For yourself. Respect the one in the mirror and be kind to yourself.,18. **Day 26: Why**Self-indulgence is your f**king reward. It's a declaration of self-worth.,"18. **Day 26: How**Treat yourself, champs! Grab something you love or need, no guilt allowed."
